,Title,Rating,Review,Date
480,GPS is off,1,Can’t trust the gps to get my location accurately.  Puis me next door when I’m at home.  It’s not clear how to request a ride.  Not sure I can trust this app.,18-11-2020 17:51
481,Messy Messy,2,"I use to prefer Uber over Lyft. Now neither seem reliable in getting any rides at all. Either they boost their prices way too high just for a 10 minute trip (I'm talking 40$ just to get somewhere that usually cost 15$) as well as whenever I really need an Uber, like an urgent need cause I have no transportation they never have any drivers available. The app say anywhere at anytime, yet they need to change it to anywhere depending on the distance and anytime that isn't late night cause they really blowing minds",02-01-2021 04:53
482,So many GPS issues and picky drivers,3,"I’m not sure if it’s just where I live and I live in Los Angeles a very populated city but these drivers are getting more and more picky and I understand because they’re not getting a fee from smaller rides, but something is something , if I wanna go say at least 5 miles away from my house it takes forever for a ride to come!!!! as well as the GPS is a complete utter mess , they have them going the longest route ever when there’s so many other simpler routes, as well as I noticed when I’m waiting for an Uber there’s so many drivers around but they don’t want to get me either because it’s a short ride or they simply just sit there and waste my time.",16-12-2020 22:26
483,Scamming,2,How can I be guaranteed that my information will not be shared or that Uber will take responsibility for the scam that recently took place on my account? In the past two months I’ve had to call my bank and order two different cards because Uber decided to charge almost 300 dollars for transactions that did not even appear on my Uber account only on my CC statement. I have not heard from Uber and they have not reached out to offer an explanation or any possible security breach acknowledgment.,23-11-2020 22:50
484,NO mandatory face mask,1,I don't like your mandatory face mask.,11-12-2020 17:44
485,Above,5,I lost my account I can't get it back I used it last Tuesday,16-01-2021 02:39
486,Carp carp carp,1,"Still the same. I was forced to use it in Colombia since I did not know about other ride sharing apps that work here. Well, Uber works 1 time out of 10, usually no one accepts orders.",23-12-2020 00:15
487,Sleeping Drivers,1,"It is a 30 minute commute from my household to my worksite. I tend to use uber because I can get there on time. Unfortunately, I've witnessed not 1 - not 2 but atleast 5 different uber drivers half asleep on the wheel and swerving while driving. This is unacceptable. Please UPDATE DRIVER GUIDELINES !!!!!!",16-12-2020 19:10
488,Bad design re: offer code redemption and issue resolution,1,"Was sent a $30 off UBer Eats. I thought about placing an order and applied the code but then cancelled the order to use later within the offer period. When I tried to use it, I got a message saying the code had been used. There is no place in the app to report issues, so I am having to resort to reporting via a negative review.

For getting a ride, this is a decent app, but my experiences so far with Uber eats is less than acceptable and the main reason I am leaving a one star review. I’ll be running with Grub Hub, thanks.",25-11-2020 23:06
489,I’m sick of Uber,1,At first Uber was okay but than things started happening like the drivers having extra people in the car or almost getting into accident more then once with different drivers but recently I’ve been so feed up because their gps take them a long way or something happened on there in and they just take extra money from out my bank like one time a Uber driver got lost so I had to pay for that extra time why idk and just recently as in last night I had to pay for the extra because my ride hade to go a longer way because it was a accident and the police had the regular way blocked off how is that my fault and mind y’all they take the money without asking me so that’s really stealing and I’m sick of it they can’t connect me to head charge so I’m done using Uber,05-12-2020 12:19
